Source , Target , Score
MT568641.1 , MT539170.1 , 167062.0
MT450903.1 , MT539170.1 , 166996.0
MT451161.1 , MT520324.1 , 167762.0
MT345841.1 , MT304479.1 , 168154.0
MT276330.2 , MT450968.1 , 167838.0
MT325611.1 , MT450968.1 , 167813.0
MT446349.1 , MT450968.1 , 167496.0
MT568641.1 , MT276328.2 , 168216.0
MT339040.1 , MT370981.1 , 165660.0
MT450903.1 , MT276328.2 , 167926.0
MT451161.1 , MT450968.1 , 167770.0
MT345841.1 , MT539170.1 , 167036.0
MT276330.2 , MT304479.1 , 168205.0
MT325611.1 , MT304479.1 , 168260.0
MT446349.1 , MT304479.1 , 167566.0
MT339040.1 , MT246468.1 , 166183.0
MT568641.1 , MT370981.1 , 167319.0
MT450903.1 , MT370981.1 , 167344.0
MT451161.1 , MT304479.1 , 167760.0
MT345841.1 , MT276328.2 , 168187.0
MT276330.2 , MT539170.1 , 167027.0
MT325611.1 , MT539170.1 , 167002.0
MT446349.1 , MT539170.1 , 166747.0
MT339040.1 , MT412247.1 , 166471.0
MT568641.1 , MT246468.1 , 167781.0
MT450903.1 , MT246468.1 , 167676.0
MT451161.1 , MT539170.1 , 167002.0
MT345841.1 , MT370981.1 , 167293.0
MT276330.2 , MT276328.2 , 168238.0
MT325611.1 , MT276328.2 , 168241.0
MT446349.1 , MT276328.2 , 167547.0
MT339040.1 , MT520484.1 , 166509.0
MT568641.1 , MT412247.1 , 168172.0
MT450903.1 , MT412247.1 , 167958.0
MT451161.1 , MT276328.2 , 167793.0
MT345841.1 , MT246468.1 , 167865.0
MT276330.2 , MT370981.1 , 167284.0
MT325611.1 , MT370981.1 , 167350.0
MT446349.1 , MT370981.1 , 167253.0
MT339040.1 , MT506535.1 , 165590.0
MT568641.1 , MT520484.1 , 168165.0
MT450903.1 , MT520484.1 , 167969.0
MT451161.1 , MT370981.1 , 167288.0
MT276330.2 , MT246468.1 , 167818.0
MT345841.1 , MT412247.1 , 168128.0
MT325611.1 , MT246468.1 , 167778.0
MT446349.1 , MT246468.1 , 167432.0
MT499204.1 , MT412311.1 , 168163.0
MT568641.1 , MT506535.1 , 167249.0
MT450903.1 , MT506535.1 , 167274.0
MT451161.1 , MT246468.1 , 167610.0
MT345841.1 , MT520484.1 , 168157.0
MT325611.1 , MT412247.1 , 168227.0
MT276330.2 , MT412247.1 , 168161.0
MT446349.1 , MT412247.1 , 167593.0
MT499204.1 , MT446359.1 , 167620.0
MT419818.1 , MT412311.1 , 167465.0
MT263074.1 , MT412311.1 , 167995.0
MT451161.1 , MT412247.1 , 167762.0
MT345841.1 , MT506535.1 , 167223.0
MT325611.1 , MT520484.1 , 168244.0
MT276330.2 , MT520484.1 , 168178.0
MT446349.1 , MT520484.1 , 167576.0
MT499204.1 , MT451675.1 , 168099.0
MT419818.1 , MT446359.1 , 167318.0
MT263074.1 , MT446359.1 , 167592.0
MT451161.1 , MT520484.1 , 167759.0
MT252739.1 , MT412311.1 , 167976.0
MT325611.1 , MT506535.1 , 167280.0
MT276330.2 , MT506535.1 , 167214.0
MT446349.1 , MT506535.1 , 167054.0
MT499204.1 , MT263382.1 , 167714.0
MT419818.1 , MT451675.1 , 167462.0
MT263074.1 , MT451675.1 , 168060.0
MT451161.1 , MT506535.1 , 167214.0
MT252739.1 , MT446359.1 , 167562.0
MT482130.1 , MT412311.1 , 168100.0
MT451178.1 , MT412311.1 , 167877.0
MT412264.1 , MT412311.1 , 167698.0
MT499204.1 , MT520355.1 , 168155.0
MT419818.1 , MT263382.1 , 167253.0
MT263074.1 , MT263382.1 , 167565.0
MT291826.1 , MT412311.1 , 167766.0
MT252739.1 , MT451675.1 , 167902.0
MT482130.1 , MT446359.1 , 167588.0
MT451178.1 , MT446359.1 , 167610.0
MT412264.1 , MT446359.1 , 167434.0
MT499204.1 , MT499201.1 , 168327.0
MT419818.1 , MT520355.1 , 167401.0
MT263074.1 , MT520355.1 , 168087.0
MT291826.1 , MT446359.1 , 167424.0
MT482130.1 , MT451675.1 , 167893.0
MT252739.1 , MT263382.1 , 167625.0
MT451178.1 , MT451675.1 , 167874.0
MT499204.1 , MT520384.1 , 168032.0
MT412264.1 , MT451675.1 , 167641.0
MT419818.1 , MT499201.1 , 167434.0
MT263074.1 , MT499201.1 , 168125.0
MT291826.1 , MT451675.1 , 167587.0
MT482130.1 , MT263382.1 , 167641.0
MT252739.1 , MT520355.1 , 168018.0
MT451178.1 , MT263382.1 , 167432.0
MT499204.1 , MT536183.1 , 167625.0
MT412264.1 , MT263382.1 , 167486.0
MT419818.1 , MT520384.1 , 167430.0
MT291826.1 , MT263382.1 , 167586.0
MT263074.1 , MT520384.1 , 168018.0
MT252739.1 , MT499201.1 , 168051.0
MT482130.1 , MT520355.1 , 167953.0
MT451178.1 , MT520355.1 , 167838.0
MT412264.1 , MT520355.1 , 167648.0
MT499204.1 , MT345876.1 , 167967.0
MT419818.1 , MT536183.1 , 167323.0
MT263074.1 , MT536183.1 , 167597.0
MT291826.1 , MT520355.1 , 167719.0
MT252739.1 , MT520384.1 , 167948.0
MT482130.1 , MT499201.1 , 168094.0
MT412264.1 , MT499201.1 , 167681.0
MT451178.1 , MT499201.1 , 167871.0
MT499204.1 , MT350277.1 , 168215.0
MT419818.1 , MT345876.1 , 167418.0
MT263074.1 , MT345876.1 , 167939.0
MT291826.1 , MT499201.1 , 167832.0
MT252739.1 , MT536183.1 , 167567.0
MT482130.1 , MT520384.1 , 167939.0
MT412264.1 , MT520384.1 , 167677.0
MT451178.1 , MT520384.1 , 167856.0
MT499204.1 , MT252715.1 , 167675.0
MT419818.1 , MT350277.1 , 167402.0
MT263074.1 , MT350277.1 , 168093.0
MT291826.1 , MT520384.1 , 167633.0
MT252739.1 , MT345876.1 , 167903.0
MT482130.1 , MT536183.1 , 167593.0
MT412264.1 , MT536183.1 , 167439.0
MT451178.1 , MT536183.1 , 167615.0
MT499204.1 , MT459880.1 , 167951.0
MT419818.1 , MT252715.1 , 167271.0
MT263074.1 , MT252715.1 , 167535.0
MT291826.1 , MT536183.1 , 167429.0
MT482130.1 , MT345876.1 , 167903.0
MT252739.1 , MT350277.1 , 168071.0
MT499204.1 , MT270107.1 , 167713.0
MT412264.1 , MT345876.1 , 167651.0
MT451178.1 , MT345876.1 , 167830.0
MT419818.1 , MT459880.1 , 167443.0
MT263074.1 , MT459880.1 , 167923.0
MT291826.1 , MT345876.1 , 167597.0
MT482130.1 , MT350277.1 , 167982.0
MT252739.1 , MT252715.1 , 167517.0
MT412264.1 , MT350277.1 , 167649.0
MT499204.1 , MT520333.1 , 167835.0
MT451178.1 , MT350277.1 , 167839.0
MT419818.1 , MT270107.1 , 167378.0
MT263074.1 , MT270107.1 , 167710.0
MT291826.1 , MT350277.1 , 167776.0
MT482130.1 , MT252715.1 , 167667.0
MT252739.1 , MT459880.1 , 167864.0
MT499204.1 , MT459839.1 , 167923.0
MT451178.1 , MT252715.1 , 167481.0
MT412264.1 , MT252715.1 , 167410.0
MT419818.1 , MT520333.1 , 167451.0
MT263074.1 , MT520333.1 , 167821.0
MT291826.1 , MT252715.1 , 167554.0
MT482130.1 , MT459880.1 , 167855.0
MT252739.1 , MT270107.1 , 167694.0
MT499204.1 , MT334546.1 , 168273.0
MT451178.1 , MT459880.1 , 167846.0
MT412264.1 , MT459880.1 , 167603.0
MT419818.1 , MT459839.1 , 167415.0
MT263074.1 , MT459839.1 , 167955.0
MT291826.1 , MT459880.1 , 167549.0
MT482130.1 , MT270107.1 , 167706.0
MT252739.1 , MT520333.1 , 167791.0
MT499204.1 , MT510722.1 , 167830.0
MT419818.1 , MT334546.1 , 167394.0
MT412264.1 , MT270107.1 , 167541.0
MT451178.1 , MT270107.1 , 167728.0
MT291826.1 , MT270107.1 , 167523.0
MT263074.1 , MT334546.1 , 168085.0
MT482130.1 , MT520333.1 , 167817.0
MT252739.1 , MT459839.1 , 167861.0
MT499204.1 , MT520488.1 , 168023.0
MT419818.1 , MT510722.1 , 167412.0
MT412264.1 , MT520333.1 , 167644.0
MT451178.1 , MT520333.1 , 167829.0
MT291826.1 , MT520333.1 , 167590.0
MT263074.1 , MT510722.1 , 167802.0
MT482130.1 , MT459839.1 , 167852.0
MT252739.1 , MT334546.1 , 167959.0
MT499204.1 , MT450949.1 , 167792.0
MT419818.1 , MT520488.1 , 167457.0
MT412264.1 , MT459839.1 , 167589.0
MT451178.1 , MT459839.1 , 167843.0
MT263074.1 , MT520488.1 , 168008.0
MT291826.1 , MT459839.1 , 167546.0
MT252739.1 , MT510722.1 , 167772.0
MT482130.1 , MT334546.1 , 168054.0
MT419818.1 , MT450949.1 , 167361.0
MT499204.1 , MT520254.1 , 167205.0
MT412264.1 , MT334546.1 , 167641.0
MT451178.1 , MT334546.1 , 167831.0
MT291826.1 , MT334546.1 , 167740.0
MT263074.1 , MT450949.1 , 167789.0
MT252739.1 , MT520488.1 , 167966.0
MT419818.1 , MT520254.1 , 166860.0
MT482130.1 , MT510722.1 , 167798.0
MT499204.1 , MT520359.1 , 168054.0
MT451178.1 , MT510722.1 , 167815.0
MT412264.1 , MT510722.1 , 167572.0
MT291826.1 , MT510722.1 , 167518.0
MT263074.1 , MT520254.1 , 167212.0
MT252739.1 , MT450949.1 , 167811.0
MT419818.1 , MT520359.1 , 167456.0
MT482130.1 , MT520488.1 , 167966.0
MT499204.1 , MT415907.1 , 168310.0
MT451178.1 , MT520488.1 , 167883.0
MT412264.1 , MT520488.1 , 167704.0
MT263074.1 , MT520359.1 , 168026.0
MT291826.1 , MT520488.1 , 167660.0
MT252739.1 , MT520254.1 , 167252.0
MT482130.1 , MT450949.1 , 167785.0
MT419818.1 , MT415907.1 , 167442.0
MT499204.1 , MT450890.1 , 168085.0
MT451178.1 , MT450949.1 , 167789.0
MT412264.1 , MT450949.1 , 167535.0
MT291826.1 , MT450949.1 , 167544.0
MT263074.1 , MT415907.1 , 168122.0
MT252739.1 , MT520359.1 , 167950.0
MT482130.1 , MT520254.1 , 167198.0
MT419818.1 , MT450890.1 , 167457.0
MT499204.1 , MT375477.1 , 167204.0
MT451178.1 , MT520254.1 , 167156.0
MT412264.1 , MT520254.1 , 167033.0
MT291826.1 , MT520254.1 , 167144.0
MT263074.1 , MT450890.1 , 167929.0
MT482130.1 , MT520359.1 , 167941.0
MT252739.1 , MT415907.1 , 167983.0
MT419818.1 , MT375477.1 , 166929.0
MT499204.1 , MT461642.1 , 167341.0
MT451178.1 , MT520359.1 , 167868.0
MT412264.1 , MT520359.1 , 167689.0
MT291826.1 , MT520359.1 , 167635.0
MT263074.1 , MT375477.1 , 167041.0
MT482130.1 , MT415907.1 , 168097.0
MT252739.1 , MT450890.1 , 167911.0
MT419818.1 , MT461642.1 , 167092.0
MT499204.1 , MT412258.1 , 168320.0
MT451178.1 , MT415907.1 , 167868.0
MT412264.1 , MT415907.1 , 167689.0
MT291826.1 , MT415907.1 , 167762.0
MT263074.1 , MT461642.1 , 167173.0
MT482130.1 , MT450890.1 , 168069.0
MT252739.1 , MT375477.1 , 167152.0
MT419818.1 , MT412258.1 , 167462.0
MT451178.1 , MT450890.1 , 167869.0
MT499204.1 , MT375452.1 , 168079.0
MT412264.1 , MT450890.1 , 167678.0
MT291826.1 , MT450890.1 , 167740.0
MT263074.1 , MT412258.1 , 168119.0
MT482130.1 , MT375477.1 , 167173.0
MT252739.1 , MT461642.1 , 167155.0
MT419818.1 , MT375452.1 , 167394.0
MT499204.1 , MT474132.1 , 168186.0
MT451178.1 , MT375477.1 , 166981.0
MT412264.1 , MT375477.1 , 167133.0
MT263074.1 , MT375452.1 , 167940.0
MT291826.1 , MT375477.1 , 167227.0
MT482130.1 , MT461642.1 , 167305.0
MT252739.1 , MT412258.1 , 168002.0
MT419818.1 , MT474132.1 , 167410.0
MT499204.1 , MT528602.1 , 167919.0
MT451178.1 , MT461642.1 , 167119.0
MT412264.1 , MT461642.1 , 167171.0
MT263074.1 , MT474132.1 , 168101.0
MT291826.1 , MT461642.1 , 167268.0
MT419818.1 , MT528602.1 , 167354.0
MT252739.1 , MT375452.1 , 168065.0
MT482130.1 , MT412258.1 , 168097.0
MT499204.1 , MT375447.1 , 168332.0
MT451178.1 , MT412258.1 , 167874.0
MT412264.1 , MT412258.1 , 167695.0
MT263074.1 , MT528602.1 , 167916.0
MT291826.1 , MT412258.1 , 167783.0
MT419818.1 , MT375447.1 , 167465.0
MT252739.1 , MT474132.1 , 167981.0
MT482130.1 , MT375452.1 , 168034.0
MT499204.1 , MT358722.1 , 168233.0
MT451178.1 , MT375452.1 , 167831.0
MT412264.1 , MT375452.1 , 167641.0
MT263074.1 , MT375447.1 , 168122.0
MT291826.1 , MT375452.1 , 167820.0
MT419818.1 , MT358722.1 , 167465.0
MT482130.1 , MT474132.1 , 167962.0
MT252739.1 , MT528602.1 , 167937.0
MT499204.1 , LC547528.1 , 167744.0
MT451178.1 , MT474132.1 , 167847.0
MT412264.1 , MT474132.1 , 167657.0
MT263074.1 , MT358722.1 , 168065.0
MT419818.1 , LC547528.1 , 167434.0
MT291826.1 , MT474132.1 , 167682.0
MT482130.1 , MT528602.1 , 167848.0
MT252739.1 , MT375447.1 , 168005.0
MT499204.1 , MT370868.1 , 167373.0
MT451178.1 , MT528602.1 , 167791.0
MT412264.1 , MT528602.1 , 167585.0
MT263074.1 , LC547528.1 , 167757.0
MT419818.1 , MT370868.1 , 167080.0
MT291826.1 , MT528602.1 , 167622.0
MT252739.1 , MT358722.1 , 167979.0
MT482130.1 , MT375447.1 , 168096.0
MT499204.1 , MT325612.1 , 168258.0
MT451178.1 , MT375447.1 , 167877.0
MT412264.1 , MT375447.1 , 167698.0
MT263074.1 , MT370868.1 , 167345.0
MT291826.1 , MT375447.1 , 167786.0
MT252739.1 , LC547528.1 , 167711.0
MT419818.1 , MT325612.1 , 167445.0
MT482130.1 , MT358722.1 , 168094.0
MT499204.1 , MT499172.1 , 168336.0
MT451178.1 , MT358722.1 , 167877.0
MT412264.1 , MT358722.1 , 167698.0
MT263074.1 , MT325612.1 , 168125.0
MT291826.1 , MT358722.1 , 167760.0
MT252739.1 , MT370868.1 , 167315.0
MT419818.1 , MT499172.1 , 167471.0
MT482130.1 , LC547528.1 , 167726.0
MT499204.1 , MT533234.1 , 168242.0
MT451178.1 , LC547528.1 , 167662.0
MT412264.1 , LC547528.1 , 167539.0
MT263074.1 , MT499172.1 , 168137.0
MT291826.1 , LC547528.1 , 167671.0
MT252739.1 , MT325612.1 , 167999.0
MT419818.1 , MT533234.1 , 167461.0
MT482130.1 , MT370868.1 , 167341.0
MT499204.1 , MT509459.1 , 167716.0
MT451178.1 , MT370868.1 , 167363.0
MT412264.1 , MT370868.1 , 167187.0
MT291826.1 , MT370868.1 , 167148.0
MT263074.1 , MT533234.1 , 168152.0
MT419818.1 , MT509459.1 , 167381.0
MT252739.1 , MT499172.1 , 168011.0
MT482130.1 , MT325612.1 , 168014.0
MT499204.1 , MT370833.1 , 167373.0
MT451178.1 , MT325612.1 , 167871.0
MT412264.1 , MT325612.1 , 167706.0
MT263074.1 , MT509459.1 , 167688.0
MT291826.1 , MT325612.1 , 167728.0
MT419818.1 , MT370833.1 , 167080.0
MT252739.1 , MT533234.1 , 168008.0
MT482130.1 , MT499172.1 , 168106.0
MT499204.1 , MT375472.1 , 167984.0
MT451178.1 , MT499172.1 , 167883.0
MT412264.1 , MT499172.1 , 167704.0
MT263074.1 , MT370833.1 , 167345.0
MT291826.1 , MT499172.1 , 167792.0
MT252739.1 , MT509459.1 , 167658.0
MT419818.1 , MT375472.1 , 167433.0
MT482130.1 , MT533234.1 , 168053.0
MT499204.1 , MT358701.1 , 168055.0
MT451178.1 , MT533234.1 , 167898.0
MT412264.1 , MT533234.1 , 167708.0
MT263074.1 , MT375472.1 , 167812.0
MT291826.1 , MT533234.1 , 167723.0
MT252739.1 , MT370833.1 , 167315.0
MT419818.1 , MT358701.1 , 167456.0
MT499204.1 , MT339040.1 , 166589.0
MT482130.1 , MT509459.1 , 167684.0
MT451178.1 , MT509459.1 , 167706.0
MT412264.1 , MT509459.1 , 167530.0
MT263074.1 , MT358701.1 , 167991.0
MT291826.1 , MT509459.1 , 167487.0
MT252739.1 , MT375472.1 , 167814.0
MT419818.1 , MT339040.1 , 165776.0
MT499204.1 , MT568641.1 , 168182.0
MT482130.1 , MT370833.1 , 167341.0
MT451178.1 , MT370833.1 , 167363.0
MT412264.1 , MT370833.1 , 167187.0
MT263074.1 , MT339040.1 , 166461.0
MT252739.1 , MT358701.1 , 167987.0
MT291826.1 , MT370833.1 , 167148.0
MT419818.1 , MT568641.1 , 167426.0
MT499204.1 , MT450903.1 , 167955.0
MT482130.1 , MT375472.1 , 167932.0
MT451178.1 , MT375472.1 , 167730.0
MT412264.1 , MT375472.1 , 167713.0
MT263074.1 , MT568641.1 , 168117.0
MT291826.1 , MT375472.1 , 167713.0
MT252739.1 , MT339040.1 , 166332.0
MT419818.1 , MT450903.1 , 167451.0
MT499204.1 , MT325611.1 , 168270.0
MT482130.1 , MT358701.1 , 167971.0
MT451178.1 , MT358701.1 , 167868.0
MT412264.1 , MT358701.1 , 167689.0
MT263074.1 , MT450903.1 , 167941.0
MT291826.1 , MT358701.1 , 167685.0
MT252739.1 , MT568641.1 , 168067.0
MT419818.1 , MT325611.1 , 167457.0
MT499204.1 , MT345841.1 , 168177.0
MT482130.1 , MT339040.1 , 166427.0
MT451178.1 , MT339040.1 , 166204.0
MT412264.1 , MT339040.1 , 166014.0
MT263074.1 , MT325611.1 , 168137.0
MT291826.1 , MT339040.1 , 166113.0
MT252739.1 , MT450903.1 , 167905.0
MT419818.1 , MT345841.1 , 167400.0
MT499204.1 , MT276330.2 , 168204.0
MT482130.1 , MT568641.1 , 167958.0
MT451178.1 , MT568641.1 , 167863.0
MT412264.1 , MT568641.1 , 167673.0
MT263074.1 , MT345841.1 , 168074.0
MT291826.1 , MT568641.1 , 167752.0
MT419818.1 , MT276330.2 , 167391.0
MT252739.1 , MT325611.1 , 168011.0
MT499204.1 , MT451161.1 , 167759.0
MT482130.1 , MT450903.1 , 167931.0
MT412264.1 , MT450903.1 , 167692.0
MT451178.1 , MT450903.1 , 167877.0
MT263074.1 , MT276330.2 , 168082.0
MT291826.1 , MT450903.1 , 167638.0
MT419818.1 , MT451161.1 , 167332.0
MT252739.1 , MT345841.1 , 168083.0
MT499204.1 , MT446349.1 , 167590.0
MT482130.1 , MT325611.1 , 168026.0
MT412264.1 , MT325611.1 , 167718.0
MT451178.1 , MT325611.1 , 167883.0
MT263074.1 , MT451161.1 , 167756.0
MT291826.1 , MT325611.1 , 167740.0
MT419818.1 , MT446349.1 , 167288.0
MT252739.1 , MT276330.2 , 168060.0
MT499204.1 , MT499204.1 , 168373.0
MT482130.1 , MT345841.1 , 168004.0
MT412264.1 , MT345841.1 , 167647.0
MT451178.1 , MT345841.1 , 167837.0
MT263074.1 , MT446349.1 , 167562.0
MT291826.1 , MT345841.1 , 167798.0
MT419818.1 , MT499204.1 , 167462.0
MT499204.1 , MT419818.1 , 167462.0
MT252739.1 , MT451161.1 , 167844.0
MT482130.1 , MT276330.2 , 167971.0
MT412264.1 , MT276330.2 , 167638.0
MT451178.1 , MT276330.2 , 167828.0
MT263074.1 , MT499204.1 , 168128.0
MT291826.1 , MT276330.2 , 167765.0
MT419818.1 , MT419818.1 , 167496.0
MT252739.1 , MT446349.1 , 167532.0
MT499204.1 , MT263074.1 , 168128.0
MT482130.1 , MT451161.1 , 167752.0
MT412264.1 , MT451161.1 , 167506.0
MT451178.1 , MT451161.1 , 167760.0
MT263074.1 , MT419818.1 , 167434.0
MT291826.1 , MT451161.1 , 167543.0
MT419818.1 , MT263074.1 , 167434.0
MT252739.1 , MT499204.1 , 168002.0
MT499204.1 , MT252739.1 , 168002.0
MT482130.1 , MT446349.1 , 167558.0
MT412264.1 , MT446349.1 , 167404.0
MT451178.1 , MT446349.1 , 167580.0
MT263074.1 , MT263074.1 , 168184.0
MT291826.1 , MT446349.1 , 167394.0
MT419818.1 , MT252739.1 , 167404.0
MT252739.1 , MT419818.1 , 167404.0
MT499204.1 , MT451178.1 , 167874.0
MT482130.1 , MT499204.1 , 168097.0
MT412264.1 , MT499204.1 , 167695.0
MT451178.1 , MT499204.1 , 167874.0
MT263074.1 , MT252739.1 , 167967.0
MT291826.1 , MT499204.1 , 167783.0
MT419818.1 , MT451178.1 , 167452.0
MT499204.1 , MT482130.1 , 168097.0
MT252739.1 , MT263074.1 , 167967.0
MT482130.1 , MT419818.1 , 167430.0
MT412264.1 , MT419818.1 , 167356.0
MT451178.1 , MT419818.1 , 167452.0
MT263074.1 , MT451178.1 , 167871.0
MT291826.1 , MT419818.1 , 167421.0
MT419818.1 , MT482130.1 , 167430.0
MT499204.1 , MT412264.1 , 167695.0
MT252739.1 , MT252739.1 , 168093.0
MT482130.1 , MT263074.1 , 167958.0
MT412264.1 , MT263074.1 , 167681.0
MT451178.1 , MT263074.1 , 167871.0
MT263074.1 , MT482130.1 , 167958.0
MT291826.1 , MT263074.1 , 167652.0
MT419818.1 , MT412264.1 , 167356.0
MT499204.1 , MT291826.1 , 167783.0
MT252739.1 , MT451178.1 , 167841.0
MT482130.1 , MT252739.1 , 167942.0
MT451178.1 , MT252739.1 , 167841.0
MT412264.1 , MT252739.1 , 167651.0
MT263074.1 , MT412264.1 , 167681.0
MT291826.1 , MT252739.1 , 167734.0
MT419818.1 , MT291826.1 , 167421.0
MT499204.1 , MT246482.1 , 167886.0
MT252739.1 , MT482130.1 , 167942.0
MT482130.1 , MT451178.1 , 167867.0
MT451178.1 , MT451178.1 , 167903.0
MT412264.1 , MT451178.1 , 167635.0
MT263074.1 , MT291826.1 , 167652.0
MT291826.1 , MT451178.1 , 167592.0
MT419818.1 , MT246482.1 , 167362.0
MT499204.1 , MT385443.1 , 168187.0
MT252739.1 , MT412264.1 , 167651.0
MT482130.1 , MT482130.1 , 168166.0
MT451178.1 , MT482130.1 , 167867.0
MT412264.1 , MT482130.1 , 167677.0
MT263074.1 , MT246482.1 , 167767.0
MT291826.1 , MT482130.1 , 167756.0
MT499204.1 , MT412312.1 , 168284.0
MT419818.1 , MT385443.1 , 167386.0
MT252739.1 , MT291826.1 , 167734.0
MT482130.1 , MT412264.1 , 167677.0
MT451178.1 , MT412264.1 , 167635.0
MT412264.1 , MT412264.1 , 167918.0
MT263074.1 , MT385443.1 , 168072.0
MT499204.1 , MT259257.1 , 168067.0
MT291826.1 , MT412264.1 , 167494.0
MT252739.1 , MT246482.1 , 167867.0
MT419818.1 , MT412312.1 , 167404.0
MT482130.1 , MT291826.1 , 167756.0
MT412264.1 , MT291826.1 , 167494.0
MT451178.1 , MT291826.1 , 167592.0
MT263074.1 , MT412312.1 , 168086.0
MT499204.1 , MT477850.1 , 168145.0
MT291826.1 , MT291826.1 , 167861.0
MT419818.1 , MT259257.1 , 167391.0
MT252739.1 , MT385443.1 , 168069.0
MT482130.1 , MT246482.1 , 167903.0
MT451178.1 , MT246482.1 , 167707.0
MT412264.1 , MT246482.1 , 167584.0
MT499204.1 , MT506887.1 , 167715.0
MT263074.1 , MT259257.1 , 167947.0
MT291826.1 , MT246482.1 , 167768.0
MT419818.1 , MT477850.1 , 167438.0
MT252739.1 , MT412312.1 , 168087.0
MT482130.1 , MT385443.1 , 168002.0
MT451178.1 , MT385443.1 , 167823.0
MT412264.1 , MT385443.1 , 167633.0
MT263074.1 , MT477850.1 , 168106.0
MT499204.1 , MT259286.1 , 168130.0
MT291826.1 , MT385443.1 , 167796.0
MT419818.1 , MT506887.1 , 167380.0
MT252739.1 , MT259257.1 , 168035.0
MT482130.1 , MT412312.1 , 168064.0
MT451178.1 , MT412312.1 , 167841.0
MT412264.1 , MT412312.1 , 167651.0
MT263074.1 , MT506887.1 , 167701.0
MT499204.1 , MT451109.1 , 167845.0
MT291826.1 , MT412312.1 , 167830.0
MT419818.1 , MT259286.1 , 167459.0
MT252739.1 , MT477850.1 , 168003.0
MT482130.1 , MT259257.1 , 168047.0
MT451178.1 , MT259257.1 , 167828.0
MT412264.1 , MT259257.1 , 167639.0
MT263074.1 , MT259286.1 , 168022.0
MT499204.1 , MT451885.1 , 167819.0
MT291826.1 , MT259257.1 , 167797.0
MT419818.1 , MT451109.1 , 167252.0
MT252739.1 , MT506887.1 , 167671.0
MT482130.1 , MT477850.1 , 167978.0
MT451178.1 , MT477850.1 , 167875.0
MT412264.1 , MT477850.1 , 167685.0
MT263074.1 , MT451109.1 , 167842.0
MT499204.1 , MT163718.1 , 168276.0
MT291826.1 , MT477850.1 , 167692.0
MT419818.1 , MT451885.1 , 167406.0
MT252739.1 , MT259286.1 , 167999.0
MT482130.1 , MT506887.1 , 167697.0
MT451178.1 , MT506887.1 , 167719.0
MT412264.1 , MT506887.1 , 167557.0
MT499204.1 , MT534334.1 , 168119.0
MT263074.1 , MT451885.1 , 167805.0
MT291826.1 , MT506887.1 , 167500.0
MT419818.1 , MT163718.1 , 167404.0
MT252739.1 , MT451109.1 , 167750.0
MT451178.1 , MT259286.1 , 167871.0
MT412264.1 , MT259286.1 , 167692.0
MT482130.1 , MT259286.1 , 168018.0
MT499204.1 , MN994467.1 , 168209.0
MT263074.1 , MT163718.1 , 168086.0
MT291826.1 , MT259286.1 , 167732.0
MT419818.1 , MT534334.1 , 167400.0
MT252739.1 , MT451885.1 , 167775.0
MT451178.1 , MT451109.1 , 167680.0
MT412264.1 , MT451109.1 , 167426.0
MT482130.1 , MT451109.1 , 167689.0
MT499204.1 , MT370861.1 , 167697.0
MT263074.1 , MT534334.1 , 168072.0
MT291826.1 , MT451109.1 , 167435.0
MT419818.1 , MN994467.1 , 167396.0
MT252739.1 , MT163718.1 , 168087.0
MT412264.1 , MT451885.1 , 167594.0
MT451178.1 , MT451885.1 , 167823.0
MT482130.1 , MT451885.1 , 167801.0
MT499204.1 , MT259228.1 , 168128.0
MT263074.1 , MN994467.1 , 168087.0
MT291826.1 , MT451885.1 , 167526.0
MT419818.1 , MT370861.1 , 167366.0
MT252739.1 , MT534334.1 , 168017.0
MT412264.1 , MT163718.1 , 167651.0
MT451178.1 , MT163718.1 , 167841.0
MT482130.1 , MT163718.1 , 168064.0
MT499204.1 , MT412262.1 , 167660.0
MT263074.1 , MT370861.1 , 167669.0
MT291826.1 , MT163718.1 , 167830.0
MT419818.1 , MT259228.1 , 167431.0
MT252739.1 , MN994467.1 , 168041.0
MT412264.1 , MT534334.1 , 167647.0
MT451178.1 , MT534334.1 , 167837.0
MT482130.1 , MT534334.1 , 167948.0
MT499204.1 , MT358690.1 , 168052.0
MT263074.1 , MT259228.1 , 168083.0
MT291826.1 , MT534334.1 , 167714.0
MT419818.1 , MT412262.1 , 167285.0
MT252739.1 , MT370861.1 , 167639.0
MT412264.1 , MN994467.1 , 167643.0
MT451178.1 , MN994467.1 , 167833.0
MT482130.1 , MN994467.1 , 167976.0
MT499204.1 , MT451366.1 , 166812.0
MT263074.1 , MT412262.1 , 167532.0
MT291826.1 , MN994467.1 , 167770.0
MT419818.1 , MT358690.1 , 167336.0
MT252739.1 , MT259228.1 , 168026.0
MT412264.1 , MT370861.1 , 167511.0
MT451178.1 , MT370861.1 , 167687.0
MT482130.1 , MT370861.1 , 167665.0
MT499204.1 , MT252712.1 , 167702.0
MT263074.1 , MT358690.1 , 168013.0
MT291826.1 , MT370861.1 , 167472.0
MT419818.1 , MT451366.1 , 166380.0
MT252739.1 , MT412262.1 , 167514.0
MT412264.1 , MT259228.1 , 167668.0
MT451178.1 , MT259228.1 , 167868.0
MT482130.1 , MT259228.1 , 167967.0
MT263074.1 , MT451366.1 , 166809.0
MT499204.1 , MT252784.1 , 168264.0
