Source , Target , Score
MT509659.1 , MT270109.1 , 167713.0
MT293218.1 , MT534318.1 , 168123.0
MT482134.1 , MT270109.1 , 167558.0
MT533230.1 , MT270109.1 , 167698.0
MT520392.1 , MT457394.1 , 167936.0
MT509659.1 , MT457394.1 , 167739.0
MT252739.1 , MT534318.1 , 168026.0
MT412245.1 , MT457394.1 , 167928.0
MT528618.1 , MT528618.1 , 168050.0
MT293218.1 , MT270109.1 , 167681.0
MT482134.1 , MT457394.1 , 167965.0
MT533230.1 , MT457394.1 , 167753.0
MT520392.1 , MT528618.1 , 168002.0
MT252739.1 , MT270109.1 , 167694.0
MT509659.1 , MT528618.1 , 167821.0
MT412245.1 , MT528618.1 , 167969.0
MT528618.1 , MT412245.1 , 167969.0
MT293218.1 , MT457394.1 , 168035.0
MT482134.1 , MT528618.1 , 167843.0
MT533230.1 , MT528618.1 , 167835.0
MT520392.1 , MT412245.1 , 167980.0
MT252739.1 , MT457394.1 , 167982.0
MT509659.1 , MT412245.1 , 167825.0
MT412245.1 , MT412245.1 , 168038.0
MT528618.1 , MT520392.1 , 168002.0
MT293218.1 , MT528618.1 , 167937.0
MT482134.1 , MT412245.1 , 167831.0
MT533230.1 , MT412245.1 , 167828.0
MT520392.1 , MT520392.1 , 168052.0
MT252739.1 , MT528618.1 , 167950.0
MT509659.1 , MT520392.1 , 167816.0
MT412245.1 , MT520392.1 , 167980.0
MT528618.1 , MT509659.1 , 167821.0
MT293218.1 , MT412245.1 , 167939.0
MT482134.1 , MT520392.1 , 167839.0
MT533230.1 , MT520392.1 , 167819.0
MT520392.1 , MT509659.1 , 167816.0
MT252739.1 , MT412245.1 , 167952.0
MT509659.1 , MT509659.1 , 167850.0
MT412245.1 , MT509659.1 , 167825.0
MT528618.1 , MT482134.1 , 167843.0
MT293218.1 , MT520392.1 , 167937.0
MT482134.1 , MT509659.1 , 167642.0
MT533230.1 , MT509659.1 , 167796.0
MT520392.1 , MT482134.1 , 167839.0
MT252739.1 , MT520392.1 , 167950.0
MT509659.1 , MT482134.1 , 167642.0
MT412245.1 , MT482134.1 , 167831.0
MT528618.1 , MT533230.1 , 167835.0
MT293218.1 , MT509659.1 , 167765.0
MT482134.1 , MT482134.1 , 168156.0
MT533230.1 , MT482134.1 , 167662.0
MT520392.1 , MT533230.1 , 167819.0
MT509659.1 , MT533230.1 , 167796.0
MT252739.1 , MT509659.1 , 167778.0
MT412245.1 , MT533230.1 , 167828.0
MT528618.1 , MT293218.1 , 167937.0
MT293218.1 , MT482134.1 , 167858.0
MT482134.1 , MT533230.1 , 167662.0
MT533230.1 , MT533230.1 , 167883.0
MT520392.1 , MT293218.1 , 167937.0
MT509659.1 , MT293218.1 , 167765.0
MT252739.1 , MT482134.1 , 167881.0
MT412245.1 , MT293218.1 , 167939.0
MT528618.1 , MT252739.1 , 167950.0
MT293218.1 , MT533230.1 , 167779.0
MT482134.1 , MT293218.1 , 167858.0
MT533230.1 , MT293218.1 , 167779.0
MT520392.1 , MT252739.1 , 167950.0
MT509659.1 , MT252739.1 , 167778.0
MT252739.1 , MT533230.1 , 167792.0
MT412245.1 , MT252739.1 , 167952.0
MT528618.1 , MT506532.1 , 167855.0
MT293218.1 , MT293218.1 , 168210.0
MT482134.1 , MT252739.1 , 167881.0
MT533230.1 , MT252739.1 , 167792.0
MT520392.1 , MT506532.1 , 167850.0
MT509659.1 , MT506532.1 , 167818.0
MT412245.1 , MT506532.1 , 167873.0
MT252739.1 , MT293218.1 , 168064.0
MT528618.1 , MT326065.1 , 167966.0
MT293218.1 , MT252739.1 , 168064.0
MT482134.1 , MT506532.1 , 167676.0
MT509659.1 , MT326065.1 , 167785.0
MT520392.1 , MT326065.1 , 167973.0
MT533230.1 , MT506532.1 , 167821.0
MT412245.1 , MT326065.1 , 167988.0
MT252739.1 , MT252739.1 , 168093.0
MT528618.1 , MT385419.1 , 167979.0
MT293218.1 , MT506532.1 , 167799.0
MT482134.1 , MT326065.1 , 167922.0
MT509659.1 , MT385419.1 , 167778.0
MT520392.1 , MT385419.1 , 167975.0
MT533230.1 , MT326065.1 , 167788.0
MT412245.1 , MT385419.1 , 167967.0
MT528618.1 , MT481906.1 , 167790.0
MT252739.1 , MT506532.1 , 167812.0
MT293218.1 , MT326065.1 , 168064.0
MT482134.1 , MT385419.1 , 168004.0
MT509659.1 , MT481906.1 , 167819.0
MT520392.1 , MT481906.1 , 167785.0
MT533230.1 , MT385419.1 , 167792.0
MT412245.1 , MT481906.1 , 167794.0
MT528618.1 , MT358748.1 , 167999.0
MT252739.1 , MT326065.1 , 167979.0
MT293218.1 , MT385419.1 , 168184.0
MT482134.1 , MT481906.1 , 167611.0
MT509659.1 , MT358748.1 , 167826.0
MT520392.1 , MT358748.1 , 168006.0
MT533230.1 , MT481906.1 , 167765.0
MT528618.1 , MT252802.1 , 167446.0
MT412245.1 , MT358748.1 , 168029.0
MT252739.1 , MT385419.1 , 168087.0
MT293218.1 , MT481906.1 , 167734.0
MT482134.1 , MT358748.1 , 167878.0
MT509659.1 , MT252802.1 , 167345.0
MT520392.1 , MT252802.1 , 167446.0
MT533230.1 , MT358748.1 , 167829.0
MT528618.1 , MT375430.1 , 167993.0
MT412245.1 , MT252802.1 , 167465.0
MT252739.1 , MT481906.1 , 167747.0
MT293218.1 , MT358748.1 , 168095.0
MT482134.1 , MT252802.1 , 167348.0
MT509659.1 , MT375430.1 , 167816.0
MT520392.1 , MT375430.1 , 168001.0
MT533230.1 , MT252802.1 , 167336.0
MT528618.1 , MT449644.1 , 168000.0
MT412245.1 , MT375430.1 , 168014.0
MT252739.1 , MT358748.1 , 167998.0
MT293218.1 , MT252802.1 , 167579.0
MT482134.1 , MT375430.1 , 167902.0
MT509659.1 , MT449644.1 , 167799.0
MT520392.1 , MT449644.1 , 167996.0
MT533230.1 , MT375430.1 , 167819.0
MT528618.1 , MT370836.1 , 167394.0
MT412245.1 , MT449644.1 , 167988.0
MT252739.1 , MT252802.1 , 167554.0
MT293218.1 , MT375430.1 , 168093.0
MT482134.1 , MT449644.1 , 168020.0
MT509659.1 , MT370836.1 , 167395.0
MT520392.1 , MT370836.1 , 167389.0
MT533230.1 , MT449644.1 , 167813.0
MT528618.1 , MT451192.1 , 167827.0
MT412245.1 , MT370836.1 , 167412.0
MT252739.1 , MT375430.1 , 167996.0
MT293218.1 , MT449644.1 , 168139.0
MT482134.1 , MT370836.1 , 167215.0
MT509659.1 , MT451192.1 , 167798.0
MT520392.1 , MT451192.1 , 167811.0
MT533230.1 , MT370836.1 , 167369.0
MT528618.1 , LC528233.1 , 168000.0
MT412245.1 , MT451192.1 , 167820.0
MT252739.1 , MT449644.1 , 168042.0
MT293218.1 , MT370836.1 , 167338.0
MT482134.1 , MT451192.1 , 167654.0
MT509659.1 , LC528233.1 , 167799.0
MT520392.1 , LC528233.1 , 167996.0
MT533230.1 , MT451192.1 , 167813.0
MT528618.1 , MT251977.1 , 167676.0
MT412245.1 , LC528233.1 , 167988.0
MT252739.1 , MT370836.1 , 167351.0
MT293218.1 , MT451192.1 , 167771.0
MT482134.1 , LC528233.1 , 168036.0
MT509659.1 , MT251977.1 , 167575.0
MT520392.1 , MT251977.1 , 167676.0
MT533230.1 , LC528233.1 , 167819.0
MT528618.1 , MT263421.1 , 167908.0
MT412245.1 , MT251977.1 , 167695.0
MT252739.1 , MT451192.1 , 167784.0
MT293218.1 , LC528233.1 , 168063.0
MT482134.1 , MT251977.1 , 167587.0
MT509659.1 , MT263421.1 , 167716.0
MT520392.1 , MT263421.1 , 167904.0
MT533230.1 , MT251977.1 , 167566.0
MT528618.1 , MT325625.1 , 167953.0
MT412245.1 , MT263421.1 , 167905.0
MT252739.1 , LC528233.1 , 168042.0
MT293218.1 , MT251977.1 , 167902.0
MT509659.1 , MT325625.1 , 167752.0
MT482134.1 , MT263421.1 , 167916.0
MT520392.1 , MT325625.1 , 167949.0
MT533230.1 , MT263421.1 , 167730.0
MT528618.1 , MT451115.1 , 167901.0
MT412245.1 , MT325625.1 , 167941.0
MT252739.1 , MT251977.1 , 167793.0
MT293218.1 , MT263421.1 , 168122.0
MT509659.1 , MT451115.1 , 167802.0
MT482134.1 , MT325625.1 , 167978.0
MT520392.1 , MT451115.1 , 167892.0
MT533230.1 , MT325625.1 , 167766.0
MT528618.1 , MT474127.1 , 166777.0
MT412245.1 , MT451115.1 , 167888.0
MT252739.1 , MT263421.1 , 168025.0
MT293218.1 , MT325625.1 , 168044.0
MT482134.1 , MT451115.1 , 167816.0
MT509659.1 , MT474127.1 , 166576.0
MT520392.1 , MT474127.1 , 166773.0
MT533230.1 , MT451115.1 , 167799.0
MT528618.1 , MT451668.1 , 167968.0
MT412245.1 , MT474127.1 , 166755.0
MT252739.1 , MT325625.1 , 168023.0
MT293218.1 , MT451115.1 , 167816.0
MT482134.1 , MT474127.1 , 166766.0
MT509659.1 , MT451668.1 , 167815.0
MT520392.1 , MT451668.1 , 167948.0
MT533230.1 , MT474127.1 , 166590.0
MT528618.1 , MT509489.1 , 167678.0
MT412245.1 , MT451668.1 , 167930.0
MT293218.1 , MT474127.1 , 166874.0
MT252739.1 , MT451115.1 , 167829.0
MT482134.1 , MT451668.1 , 167883.0
MT509659.1 , MT509489.1 , 167679.0
MT520392.1 , MT509489.1 , 167673.0
MT533230.1 , MT451668.1 , 167829.0
MT528618.1 , MT106053.1 , 168011.0
MT412245.1 , MT509489.1 , 167696.0
MT293218.1 , MT451668.1 , 167883.0
MT252739.1 , MT474127.1 , 166885.0
MT482134.1 , MT509489.1 , 167499.0
MT509659.1 , MT106053.1 , 167810.0
MT520392.1 , MT106053.1 , 168007.0
MT533230.1 , MT509489.1 , 167653.0
MT528618.1 , MT252677.1 , 167962.0
MT412245.1 , MT106053.1 , 167999.0
MT293218.1 , MT509489.1 , 167622.0
MT252739.1 , MT451668.1 , 167896.0
MT482134.1 , MT106053.1 , 168036.0
MT509659.1 , MT252677.1 , 167778.0
MT533230.1 , MT106053.1 , 167824.0
MT520392.1 , MT252677.1 , 167962.0
MT528618.1 , MT159710.2 , 168009.0
MT412245.1 , MT252677.1 , 167958.0
MT293218.1 , MT106053.1 , 168074.0
MT252739.1 , MT509489.1 , 167635.0
MT482134.1 , MT252677.1 , 167932.0
MT509659.1 , MT159710.2 , 167808.0
MT533230.1 , MT252677.1 , 167792.0
MT520392.1 , MT159710.2 , 168005.0
MT412245.1 , MT159710.2 , 167997.0
MT528618.1 , MT415322.1 , 167946.0
MT293218.1 , MT252677.1 , 168184.0
MT252739.1 , MT106053.1 , 168053.0
MT482134.1 , MT159710.2 , 168045.0
MT509659.1 , MT415322.1 , 167745.0
MT533230.1 , MT159710.2 , 167828.0
MT520392.1 , MT415322.1 , 167942.0
MT412245.1 , MT415322.1 , 167934.0
MT528618.1 , MT457390.1 , 167211.0
MT293218.1 , MT159710.2 , 168072.0
MT252739.1 , MT252677.1 , 168093.0
MT482134.1 , MT415322.1 , 167962.0
MT509659.1 , MT457390.1 , 167015.0
MT520392.1 , MT457390.1 , 167207.0
MT533230.1 , MT415322.1 , 167765.0
MT412245.1 , MT457390.1 , 167199.0
MT528618.1 , MT325578.1 , 167973.0
MT293218.1 , MT415322.1 , 168076.0
MT252739.1 , MT159710.2 , 168051.0
MT482134.1 , MT457390.1 , 167184.0
MT509659.1 , MT325578.1 , 167772.0
MT520392.1 , MT325578.1 , 167969.0
MT533230.1 , MT457390.1 , 167038.0
MT412245.1 , MT325578.1 , 167961.0
MT528618.1 , MT450918.1 , 167926.0
MT293218.1 , MT457390.1 , 167254.0
MT252739.1 , MT415322.1 , 167973.0
MT482134.1 , MT325578.1 , 167998.0
MT509659.1 , MT450918.1 , 167813.0
MT520392.1 , MT450918.1 , 167937.0
MT533230.1 , MT325578.1 , 167786.0
MT412245.1 , MT450918.1 , 167970.0
MT528618.1 , MT520427.1 , 168015.0
MT293218.1 , MT325578.1 , 168102.0
MT252739.1 , MT457390.1 , 167201.0
MT482134.1 , MT450918.1 , 167796.0
MT509659.1 , MT520427.1 , 167825.0
MT520392.1 , MT520427.1 , 168022.0
MT533230.1 , MT450918.1 , 167816.0
MT412245.1 , MT520427.1 , 168028.0
MT293218.1 , MT450918.1 , 168033.0
MT528618.1 , MT451002.1 , 167883.0
MT252739.1 , MT325578.1 , 168081.0
MT482134.1 , MT520427.1 , 167988.0
MT509659.1 , MT451002.1 , 167835.0
MT520392.1 , MT451002.1 , 167867.0
MT533230.1 , MT520427.1 , 167828.0
MT412245.1 , MT451002.1 , 167876.0
MT293218.1 , MT520427.1 , 167998.0
MT528618.1 , MT460117.1 , 167979.0
MT252739.1 , MT450918.1 , 167936.0
MT482134.1 , MT451002.1 , 167704.0
MT509659.1 , MT460117.1 , 167778.0
MT533230.1 , MT451002.1 , 167849.0
MT520392.1 , MT460117.1 , 167975.0
MT412245.1 , MT460117.1 , 167967.0
MT293218.1 , MT451002.1 , 167827.0
MT528618.1 , MT520331.1 , 168007.0
MT252739.1 , MT520427.1 , 168005.0
MT482134.1 , MT460117.1 , 167999.0
MT509659.1 , MT520331.1 , 167817.0
MT533230.1 , MT460117.1 , 167792.0
MT520392.1 , MT520331.1 , 168014.0
MT412245.1 , MT520331.1 , 168020.0
MT293218.1 , MT460117.1 , 168076.0
MT528618.1 , MT292575.1 , 167718.0
MT252739.1 , MT451002.1 , 167840.0
MT482134.1 , MT520331.1 , 167966.0
MT509659.1 , MT292575.1 , 167708.0
MT520392.1 , MT292575.1 , 167702.0
MT533230.1 , MT520331.1 , 167820.0
MT412245.1 , MT292575.1 , 167711.0
MT293218.1 , MT520331.1 , 167978.0
MT528618.1 , MT451581.1 , 167856.0
MT252739.1 , MT460117.1 , 168087.0
MT482134.1 , MT292575.1 , 167539.0
MT509659.1 , MT451581.1 , 167776.0
MT520392.1 , MT451581.1 , 167851.0
MT533230.1 , MT292575.1 , 167693.0
MT412245.1 , MT451581.1 , 167874.0
MT293218.1 , MT292575.1 , 167662.0
MT528618.1 , MT358681.1 , 167959.0
MT252739.1 , MT520331.1 , 167997.0
MT482134.1 , MT451581.1 , 167677.0
MT509659.1 , MT358681.1 , 167807.0
MT412245.1 , MT358681.1 , 167990.0
MT533230.1 , MT451581.1 , 167775.0
MT520392.1 , MT358681.1 , 167970.0
MT293218.1 , MT451581.1 , 167800.0
MT528618.1 , MT326048.1 , 167957.0
MT252739.1 , MT292575.1 , 167675.0
MT482134.1 , MT358681.1 , 167797.0
MT509659.1 , MT326048.1 , 167822.0
MT412245.1 , MT326048.1 , 168011.0
MT520392.1 , MT326048.1 , 167968.0
MT293218.1 , MT358681.1 , 167919.0
MT533230.1 , MT358681.1 , 167810.0
MT528618.1 , MT435081.1 , 167809.0
MT252739.1 , MT451581.1 , 167813.0
MT482134.1 , MT326048.1 , 167846.0
MT509659.1 , MT435081.1 , 167810.0
MT412245.1 , MT435081.1 , 167827.0
MT533230.1 , MT326048.1 , 167825.0
MT293218.1 , MT326048.1 , 168073.0
MT520392.1 , MT435081.1 , 167804.0
MT528618.1 , MT558658.1 , 168003.0
MT252739.1 , MT358681.1 , 167932.0
MT509659.1 , MT558658.1 , 167827.0
MT482134.1 , MT435081.1 , 167630.0
MT412245.1 , MT558658.1 , 168002.0
MT293218.1 , MT435081.1 , 167753.0
MT533230.1 , MT435081.1 , 167784.0
MT520392.1 , MT558658.1 , 168010.0
MT528618.1 , MT370841.1 , 167313.0
MT252739.1 , MT326048.1 , 167976.0
MT509659.1 , MT370841.1 , 167303.0
MT482134.1 , MT558658.1 , 167952.0
MT412245.1 , MT370841.1 , 167306.0
MT533230.1 , MT558658.1 , 167816.0
MT293218.1 , MT558658.1 , 167952.0
MT520392.1 , MT370841.1 , 167297.0
MT528618.1 , MT429185.1 , 167696.0
MT252739.1 , MT435081.1 , 167766.0
MT509659.1 , MT429185.1 , 167697.0
MT482134.1 , MT370841.1 , 167186.0
MT533230.1 , MT370841.1 , 167288.0
MT293218.1 , MT370841.1 , 167337.0
MT412245.1 , MT429185.1 , 167714.0
MT520392.1 , MT429185.1 , 167691.0
MT528618.1 , MT506540.1 , 167873.0
MT252739.1 , MT558658.1 , 167965.0
MT509659.1 , MT506540.1 , 167831.0
MT482134.1 , MT429185.1 , 167517.0
MT533230.1 , MT429185.1 , 167671.0
MT412245.1 , MT506540.1 , 167891.0
MT293218.1 , MT429185.1 , 167640.0
MT520392.1 , MT506540.1 , 167868.0
MT528618.1 , MT506649.1 , 167898.0
MT252739.1 , MT370841.1 , 167350.0
MT509659.1 , MT506649.1 , 167827.0
MT482134.1 , MT506540.1 , 167694.0
MT533230.1 , MT506540.1 , 167834.0
MT412245.1 , MT506649.1 , 167916.0
MT293218.1 , MT506540.1 , 167817.0
MT520392.1 , MT506649.1 , 167893.0
MT528618.1 , MT477904.1 , 168012.0
MT252739.1 , MT429185.1 , 167653.0
MT509659.1 , MT477904.1 , 167822.0
MT482134.1 , MT506649.1 , 167719.0
MT533230.1 , MT506649.1 , 167826.0
MT520392.1 , MT477904.1 , 168019.0
MT293218.1 , MT506649.1 , 167842.0
MT412245.1 , MT477904.1 , 168025.0
MT528618.1 , MT450963.1 , 167850.0
MT252739.1 , MT506540.1 , 167830.0
MT509659.1 , MT450963.1 , 167822.0
MT482134.1 , MT477904.1 , 167980.0
MT533230.1 , MT477904.1 , 167825.0
MT412245.1 , MT450963.1 , 167868.0
MT520392.1 , MT450963.1 , 167845.0
MT293218.1 , MT477904.1 , 168099.0
MT528618.1 , MT451162.1 , 167832.0
MT252739.1 , MT506649.1 , 167855.0
MT509659.1 , MT451162.1 , 167803.0
MT482134.1 , MT450963.1 , 167671.0
MT520392.1 , MT451162.1 , 167816.0
MT533230.1 , MT450963.1 , 167821.0
MT412245.1 , MT451162.1 , 167825.0
MT293218.1 , MT450963.1 , 167794.0
MT528618.1 , MT511076.1 , 168005.0
MT252739.1 , MT477904.1 , 168002.0
MT509659.1 , MT511076.1 , 167804.0
MT482134.1 , MT451162.1 , 167653.0
MT520392.1 , MT511076.1 , 168001.0
MT533230.1 , MT451162.1 , 167807.0
MT293218.1 , MT451162.1 , 167776.0
MT412245.1 , MT511076.1 , 167993.0
MT528618.1 , MT482133.1 , 167455.0
MT252739.1 , MT450963.1 , 167807.0
MT509659.1 , MT482133.1 , 167255.0
MT482134.1 , MT511076.1 , 167955.0
MT520392.1 , MT482133.1 , 167451.0
MT293218.1 , MT511076.1 , 168078.0
MT533230.1 , MT511076.1 , 167853.0
MT412245.1 , MT482133.1 , 167443.0
MT528618.1 , MT534314.1 , 167980.0
MT252739.1 , MT451162.1 , 167789.0
MT509659.1 , MT534314.1 , 167779.0
MT482134.1 , MT482133.1 , 167455.0
MT520392.1 , MT534314.1 , 167976.0
MT293218.1 , MT482133.1 , 167409.0
MT533230.1 , MT482133.1 , 167303.0
MT412245.1 , MT534314.1 , 167968.0
MT528618.1 , MT350278.1 , 167974.0
MT252739.1 , MT511076.1 , 167981.0
MT509659.1 , MT350278.1 , 167773.0
MT482134.1 , MT534314.1 , 168005.0
MT520392.1 , MT350278.1 , 167970.0
MT533230.1 , MT534314.1 , 167793.0
MT293218.1 , MT534314.1 , 168119.0
MT528618.1 , MT325617.1 , 168036.0
MT412245.1 , MT350278.1 , 167962.0
MT252739.1 , MT482133.1 , 167432.0
MT509659.1 , MT325617.1 , 167835.0
MT520392.1 , MT325617.1 , 168032.0
MT482134.1 , MT350278.1 , 167999.0
MT533230.1 , MT350278.1 , 167787.0
MT293218.1 , MT350278.1 , 168103.0
MT528618.1 , MT533235.1 , 167469.0
MT412245.1 , MT325617.1 , 168024.0
MT252739.1 , MT534314.1 , 168022.0
MT509659.1 , MT533235.1 , 167406.0
MT520392.1 , MT533235.1 , 167453.0
MT482134.1 , MT325617.1 , 168009.0
MT533230.1 , MT325617.1 , 167849.0
MT528618.1 , MT483702.1 , 167430.0
MT293218.1 , MT325617.1 , 168047.0
MT412245.1 , MT533235.1 , 167462.0
MT252739.1 , MT350278.1 , 168082.0
MT509659.1 , MT483702.1 , 167459.0
MT520392.1 , MT483702.1 , 167425.0
MT482134.1 , MT533235.1 , 167342.0
MT528618.1 , MT325568.1 , 167966.0
MT533230.1 , MT533235.1 , 167397.0
MT293218.1 , MT533235.1 , 167493.0
MT412245.1 , MT483702.1 , 167434.0
MT252739.1 , MT325617.1 , 168026.0
MT482134.1 , MT483702.1 , 167251.0
MT509659.1 , MT325568.1 , 167765.0
MT533230.1 , MT483702.1 , 167405.0
MT412245.1 , MT325568.1 , 167954.0
MT528618.1 , MT520377.1 , 167970.0
MT520392.1 , MT325568.1 , 167962.0
MT293218.1 , MT483702.1 , 167374.0
MT252739.1 , MT533235.1 , 167506.0
MT482134.1 , MT325568.1 , 167991.0
MT509659.1 , MT520377.1 , 167831.0
MT412245.1 , MT520377.1 , 168010.0
MT533230.1 , MT325568.1 , 167779.0
MT520392.1 , MT520377.1 , 167981.0
MT528618.1 , MT467263.1 , 167779.0
MT293218.1 , MT325568.1 , 168095.0
MT252739.1 , MT483702.1 , 167387.0
MT482134.1 , MT520377.1 , 167817.0
MT509659.1 , MT467263.1 , 167808.0
MT412245.1 , MT467263.1 , 167783.0
MT533230.1 , MT520377.1 , 167834.0
MT520392.1 , MT467263.1 , 167774.0
MT528618.1 , MT470127.1 , 168004.0
MT293218.1 , MT520377.1 , 167940.0
MT252739.1 , MT325568.1 , 168074.0
MT482134.1 , MT467263.1 , 167600.0
MT509659.1 , MT470127.1 , 167803.0
MT412245.1 , MT470127.1 , 167992.0
MT533230.1 , MT467263.1 , 167754.0
MT520392.1 , MT470127.1 , 168000.0
MT528618.1 , MT461668.1 , 167978.0
MT293218.1 , MT467263.1 , 167723.0
MT252739.1 , MT520377.1 , 167953.0
MT482134.1 , MT470127.1 , 167977.0
MT509659.1 , MT461668.1 , 167813.0
MT412245.1 , MT461668.1 , 168016.0
MT533230.1 , MT470127.1 , 167817.0
MT520392.1 , MT461668.1 , 167989.0
MT293218.1 , MT470127.1 , 168091.0
MT528618.1 , MT506201.1 , 167863.0
MT252739.1 , MT467263.1 , 167736.0
MT482134.1 , MT461668.1 , 167859.0
MT509659.1 , MT506201.1 , 167817.0
MT412245.1 , MT506201.1 , 167889.0
MT533230.1 , MT461668.1 , 167816.0
MT520392.1 , MT506201.1 , 167862.0
MT528618.1 , MT326104.1 , 167787.0
MT293218.1 , MT461668.1 , 168082.0
MT252739.1 , MT470127.1 , 167994.0
MT482134.1 , MT506201.1 , 167704.0
MT509659.1 , MT326104.1 , 167686.0
MT412245.1 , MT326104.1 , 167806.0
MT533230.1 , MT506201.1 , 167797.0
MT528618.1 , MT472626.1 , 168024.0
MT520392.1 , MT326104.1 , 167787.0
MT293218.1 , MT506201.1 , 167893.0
MT252739.1 , MT461668.1 , 167985.0
MT482134.1 , MT326104.1 , 167686.0
MT509659.1 , MT472626.1 , 167823.0
MT533230.1 , MT326104.1 , 167677.0
MT412245.1 , MT472626.1 , 168012.0
MT520392.1 , MT472626.1 , 168020.0
MT293218.1 , MT326104.1 , 167875.0
MT528618.1 , MT438744.1 , 167990.0
MT252739.1 , MT506201.1 , 167844.0
MT482134.1 , MT472626.1 , 167997.0
MT509659.1 , MT438744.1 , 167789.0
MT412245.1 , MT438744.1 , 167978.0
MT533230.1 , MT472626.1 , 167837.0
MT293218.1 , MT472626.1 , 168035.0
MT520392.1 , MT438744.1 , 167986.0
MT528618.1 , MT371047.1 , 167949.0
MT252739.1 , MT326104.1 , 167888.0
MT482134.1 , MT438744.1 , 168010.0
MT509659.1 , MT371047.1 , 167756.0
MT412245.1 , MT371047.1 , 167945.0
MT533230.1 , MT438744.1 , 167803.0
MT293218.1 , MT438744.1 , 168021.0
MT520392.1 , MT371047.1 , 167945.0
MT528618.1 , MT345885.1 , 167963.0
MT252739.1 , MT472626.1 , 168014.0
MT482134.1 , MT371047.1 , 167984.0
MT509659.1 , MT345885.1 , 167811.0
MT412245.1 , MT345885.1 , 167992.0
MT533230.1 , MT371047.1 , 167776.0
MT293218.1 , MT371047.1 , 168096.0
MT520392.1 , MT345885.1 , 167968.0
MT528618.1 , MT246452.1 , 167975.0
MT252739.1 , MT438744.1 , 168032.0
MT482134.1 , MT345885.1 , 167816.0
MT412245.1 , MT246452.1 , 167963.0
MT509659.1 , MT246452.1 , 167774.0
MT533230.1 , MT345885.1 , 167814.0
MT293218.1 , MT345885.1 , 168053.0
MT520392.1 , MT246452.1 , 167971.0
MT528618.1 , MT412302.1 , 168013.0
MT252739.1 , MT371047.1 , 167999.0
MT482134.1 , MT246452.1 , 168000.0
MT412245.1 , MT412302.1 , 167986.0
MT509659.1 , MT412302.1 , 167812.0
MT533230.1 , MT246452.1 , 167788.0
MT293218.1 , MT246452.1 , 168156.0
MT520392.1 , MT412302.1 , 168009.0
MT528618.1 , MT558657.1 , 167985.0
MT252739.1 , MT345885.1 , 167950.0
MT482134.1 , MT412302.1 , 167933.0
MT509659.1 , MT558657.1 , 167809.0
MT412245.1 , MT558657.1 , 167984.0
MT533230.1 , MT412302.1 , 167861.0
MT293218.1 , MT412302.1 , 168080.0
MT520392.1 , MT558657.1 , 167992.0
MT528618.1 , MT412275.1 , 167911.0
MT252739.1 , MT246452.1 , 168083.0
MT482134.1 , MT558657.1 , 167938.0
MT412245.1 , MT412275.1 , 167927.0
MT509659.1 , MT412275.1 , 167748.0
MT533230.1 , MT558657.1 , 167798.0
MT293218.1 , MT558657.1 , 168064.0
MT520392.1 , MT412275.1 , 167911.0
MT528618.1 , MT375466.1 , 167883.0
MT252739.1 , MT412302.1 , 167977.0
MT482134.1 , MT412275.1 , 167811.0
MT412245.1 , MT375466.1 , 167942.0
MT509659.1 , MT375466.1 , 167748.0
MT533230.1 , MT412275.1 , 167762.0
MT293218.1 , MT412275.1 , 167999.0
MT520392.1 , MT375466.1 , 167894.0
MT528618.1 , MT450905.1 , 167938.0
MT252739.1 , MT558657.1 , 167955.0
MT482134.1 , MT375466.1 , 167777.0
MT412245.1 , MT450905.1 , 167956.0
MT509659.1 , MT450905.1 , 167825.0
MT528618.1 , MT252792.1 , 167874.0
MT533230.1 , MT375466.1 , 167751.0
MT252739.1 , MT412275.1 , 168012.0
MT293218.1 , MT375466.1 , 167999.0
MT520392.1 , MT450905.1 , 167968.0
MT482134.1 , MT450905.1 , 167785.0
MT412245.1 , MT252792.1 , 167893.0
MT509659.1 , MT252792.1 , 167773.0
MT533230.1 , MT450905.1 , 167828.0
MT252739.1 , MT375466.1 , 167902.0
MT293218.1 , MT450905.1 , 168030.0
MT528618.1 , MT385437.1 , 167982.0
MT520392.1 , MT252792.1 , 167874.0
MT482134.1 , MT252792.1 , 167740.0
MT509659.1 , MT385437.1 , 167792.0
MT412245.1 , MT385437.1 , 167995.0
MT293218.1 , MT252792.1 , 167991.0
MT252739.1 , MT450905.1 , 167925.0
MT533230.1 , MT252792.1 , 167764.0
MT528618.1 , MT263406.1 , 167994.0
MT520392.1 , MT385437.1 , 167989.0
MT482134.1 , MT385437.1 , 167946.0
MT412245.1 , MT263406.1 , 167992.0
MT509659.1 , MT263406.1 , 167804.0
MT293218.1 , MT385437.1 , 168069.0
MT533230.1 , MT385437.1 , 167795.0
MT528618.1 , MT470161.1 , 168015.0
MT252739.1 , MT252792.1 , 167880.0
MT520392.1 , MT263406.1 , 168001.0
MT482134.1 , MT263406.1 , 167868.0
MT412245.1 , MT470161.1 , 168014.0
MT509659.1 , MT470161.1 , 167825.0
MT293218.1 , MT263406.1 , 168086.0
MT533230.1 , MT263406.1 , 167807.0
MT528618.1 , MT252804.1 , 167913.0
MT252739.1 , MT385437.1 , 167972.0
MT520392.1 , MT470161.1 , 168036.0
MT482134.1 , MT470161.1 , 167988.0
